PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,WPA,WPA_PLAYS,SEASON,SEASON_TYPE
203081,D. Lillard,POR,50.93,1051,2020-21,Regular Season
203078,B. Beal,WAS,49.56,1078,2020-21,Regular Season
203999,N. Jokić,DEN,49.51,1074,2020-21,Regular Season
201939,S. Curry,GSW,47.36,1019,2020-21,Regular Season
1628369,J. Tatum,BOS,46.68,900,2020-21,Regular Season
1626164,D. Booker,PHX,43.44,963,2020-21,Regular Season
1629029,L. Dončić,DAL,43.13,991,2020-21,Regular Season
201566,R. Westbrook,WAS,42.87,815,2020-21,Regular Season
1629627,Z. Williamson,NOP,41.97,1003,2020-21,Regular Season
203944,J. Randle,NYK,41.54,950,2020-21,Regular Season
201942,D. DeRozan,SAS,39.69,841,2020-21,Regular Season
1628368,D. Fox,SAC,39.0,829,2020-21,Regular Season
203507,G. Antetokounmpo,MIL,38.9,1021,2020-21,Regular Season
203897,Z. LaVine,CHI,38.05,822,2020-21,Regular Season
1629027,T. Young,ATL,37.85,970,2020-21,Regular Season
202696,N. Vučević,ORL,36.84,796,2020-21,Regular Season
203954,J. Embiid,PHI,35.45,932,2020-21,Regular Season
1627759,J. Brown,BOS,34.75,728,2020-21,Regular Season
202681,K. Irving,BKN,34.73,750,2020-21,Regular Season
1627742,B. Ingram,NOP,34.55,794,2020-21,Regular Season
1626179,T. Rozier,CHA,34.25,675,2020-21,Regular Season
1629012,C. Sexton,CLE,33.02,837,2020-21,Regular Season
203114,K. Middleton,MIL,32.68,723,2020-21,Regular Season
1626157,K. Towns,MIN,32.24,692,2020-21,Regular Season
1629630,J. Morant,MEM,31.7,701,2020-21,Regular Season
1629628,R. Barrett,NYK,31.19,673,2020-21,Regular Season
1627734,D. Sabonis,IND,31.19,723,2020-21,Regular Season
1630162,A. Edwards,MIN,30.69,716,2020-21,Regular Season
1628378,D. Mitchell,UTA,30.62,745,2020-21,Regular Season
101108,C. Paul,PHX,30.18,608,2020-21,Regular Season
1627763,M. Brogdon,IND,29.85,597,2020-21,Regular Season
201935,J. Harden,HOU,29.64,620,2020-21,Regular Season
1627741,B. Hield,SAC,29.31,490,2020-21,Regular Season
1626181,N. Powell,TOR,29.27,674,2020-21,Regular Season
203924,J. Grant,DET,29.07,690,2020-21,Regular Season
2544,L. James,LAL,29.01,600,2020-21,Regular Season
1628389,B. Adebayo,MIA,28.92,739,2020-21,Regular Season
203952,A. Wiggins,GSW,28.75,675,2020-21,Regular Season
202699,T. Harris,PHI,28.59,655,2020-21,Regular Season
202710,J. Butler III,MIA,28.43,725,2020-21,Regular Season
1627783,P. Siakam,TOR,28.41,686,2020-21,Regular Season
202331,P. George,LAC,28.15,643,2020-21,Regular Season
202695,K. Leonard,LAC,28.01,726,2020-21,Regular Season
1628415,D. Brooks,MEM,27.86,591,2020-21,Regular Season
203501,T. Hardaway Jr.,DAL,26.86,549,2020-21,Regular Season
1627749,D. Murray,SAS,26.61,547,2020-21,Regular Season
202685,J. Valančiūnas,MEM,26.26,597,2020-21,Regular Season
1627832,F. VanVleet,TOR,25.57,507,2020-21,Regular Season
203468,C. McCollum,POR,25.43,513,2020-21,Regular Season
1628381,J. Collins,ATL,25.37,599,2020-21,Regular Season
1629008,M. Porter Jr.,DEN,25.27,549,2020-21,Regular Season
203903,J. Clarkson,UTA,25.21,586,2020-21,Regular Season
203084,H. Barnes,SAC,25.06,513,2020-21,Regular Season
1627750,J. Murray,DEN,24.91,511,2020-21,Regular Season
202711,B. Bogdanović,UTA,24.78,639,2020-21,Regular Season
1629028,D. Ayton,PHX,24.59,563,2020-21,Regular Season
201950,J. Holiday,MIL,24.32,521,2020-21,Regular Season
203471,D. Schröder,LAL,24.22,538,2020-21,Regular Season
201142,K. Durant,BKN,24.2,533,2020-21,Regular Season
1629632,C. White,CHI,23.94,503,2020-21,Regular Season
203991,C. Capela,ATL,23.82,543,2020-21,Regular Season
203925,J. Harris,BKN,23.08,406,2020-21,Regular Season
1627747,C. LeVert,BKN,23.03,505,2020-21,Regular Season
1628969,M. Bridges,PHX,22.76,473,2020-21,Regular Season
2546,C. Anthony,POR,22.1,464,2020-21,Regular Season
1626156,D. Russell,MIN,21.88,395,2020-21,Regular Season
1629018,G. Trent Jr.,POR,21.74,403,2020-21,Regular Season
203482,K. Olynyk,MIA,21.61,482,2020-21,Regular Season
1626158,R. Holmes,SAC,21.61,501,2020-21,Regular Season
1628983,S. Gilgeous-Alexander,OKC,21.48,472,2020-21,Regular Season
1626149,M. Harrell,LAL,20.89,556,2020-21,Regular Season
1629640,K. Johnson,SAS,20.8,483,2020-21,Regular Season
1629130,D. Robinson,MIA,20.65,377,2020-21,Regular Season
202339,E. Bledsoe,NOP,20.28,441,2020-21,Regular Season
1629636,D. Garland,CLE,20.21,474,2020-21,Regular Season
203937,K. Anderson,MEM,20.04,452,2020-21,Regular Season
1628398,K. Kuzma,LAL,19.98,402,2020-21,Regular Season
1629639,T. Herro,MIA,19.94,401,2020-21,Regular Season
200768,K. Lowry,TOR,19.92,399,2020-21,Regular Season
203926,D. McDermott,IND,19.85,433,2020-21,Regular Season
204001,K. Porziņģis,DAL,19.79,443,2020-21,Regular Season
203076,A. Davis,LAL,19.73,459,2020-21,Regular Season
202330,G. Hayward,CHA,19.67,467,2020-21,Regular Season
1628366,L. Ball,NOP,19.61,340,2020-21,Regular Season
1626162,K. Oubre Jr.,GSW,19.6,441,2020-21,Regular Season
203497,R. Gobert,UTA,19.25,624,2020-21,Regular Season
1628449,C. Boucher,TOR,19.22,440,2020-21,Regular Season
1628984,D. Graham,CHA,19.0,385,2020-21,Regular Season
1628989,K. Huerter,ATL,18.99,366,2020-21,Regular Season
1626174,C. Wood,HOU,18.91,454,2020-21,Regular Season
1629060,R. Hachimura,WAS,18.8,434,2020-21,Regular Season
1630169,T. Haliburton,SAC,18.79,340,2020-21,Regular Season
1627732,B. Simmons,PHI,18.75,501,2020-21,Regular Season
1629023,P. Washington,CHA,18.46,410,2020-21,Regular Season
202322,J. Wall,HOU,18.45,450,2020-21,Regular Season
202689,K. Walker,BOS,18.33,418,2020-21,Regular Season
200752,R. Gay,SAS,18.3,346,2020-21,Regular Season
1628973,J. Brunson,DAL,18.3,448,2020-21,Regular Season
203082,T. Ross,ORL,18.27,374,2020-21,Regular Season
1628970,M. Bridges,CHA,18.24,409,2020-21,Regular Season
201988,P. Mills,SAS,18.24,323,2020-21,Regular Season
201572,B. Lopez,MIL,18.22,442,2020-21,Regular Season
201152,T. Young,CHI,18.15,441,2020-21,Regular Season
1630163,L. Ball,CHA,18.15,418,2020-21,Regular Season
201565,D. Rose,DET,18.11,397,2020-21,Regular Season
203992,B. Bogdanović,ATL,18.06,307,2020-21,Regular Season
202683,E. Freedom,POR,18.02,466,2020-21,Regular Season
201145,J. Green,BKN,17.98,385,2020-21,Regular Season
203200,J. Holiday,IND,17.88,325,2020-21,Regular Season
1630180,S. Bey,DET,17.8,402,2020-21,Regular Season
1628386,J. Allen,BKN,17.79,502,2020-21,Regular Season
201144,M. Conley,UTA,17.66,405,2020-21,Regular Season
1628367,J. Jackson,DET,17.45,455,2020-21,Regular Season
1629652,L. Dort,OKC,17.44,369,2020-21,Regular Season
101150,L. Williams,LAC,17.44,415,2020-21,Regular Season
1629675,N. Reid,MIN,17.39,419,2020-21,Regular Season
202722,D. Bertans,WAS,17.23,293,2020-21,Regular Season
202692,A. Burks,NYK,17.19,311,2020-21,Regular Season
203095,E. Fournier,ORL,17.08,355,2020-21,Regular Season
203115,W. Barton,DEN,17.03,353,2020-21,Regular Season
202694,M. Morris Sr.,LAC,17.0,349,2020-21,Regular Season
202704,R. Jackson,LAC,16.97,330,2020-21,Regular Season
1630256,J. Tate,HOU,16.58,418,2020-21,Regular Season
203493,R. Bullock Jr.,NYK,16.55,298,2020-21,Regular Season
1626167,M. Turner,IND,16.42,317,2020-21,Regular Season
1629647,D. Bazley,OKC,16.32,398,2020-21,Regular Season
1629134,K. Nunn,MIA,16.32,375,2020-21,Regular Season
203083,A. Drummond,CLE,16.15,405,2020-21,Regular Season
1627736,M. Beasley,MIN,16.14,332,2020-21,Regular Season
204060,J. Ingles,UTA,16.03,351,2020-21,Regular Season
201609,G. Dragic,MIA,16.01,341,2020-21,Regular Season
1629022,L. Walker IV,SAS,15.94,312,2020-21,Regular Season
1628407,D. Bacon,ORL,15.55,437,2020-21,Regular Season
203552,S. Curry,PHI,15.54,327,2020-21,Regular Season
1628464,D. Theis,BOS,15.54,326,2020-21,Regular Season
1628384,O. Anunoby,TOR,15.46,329,2020-21,Regular Season
203935,M. Smart,BOS,15.4,331,2020-21,Regular Season
203484,K. Caldwell-Pope,LAL,15.29,315,2020-21,Regular Season
1626196,J. Richardson,DAL,15.26,363,2020-21,Regular Season
203506,V. Oladipo,IND,15.24,339,2020-21,Regular Season
201980,D. Green,PHI,14.96,255,2020-21,Regular Season
1629003,S. Milton,PHI,14.95,446,2020-21,Regular Season
201568,D. Gallinari,ATL,14.84,367,2020-21,Regular Season
201577,R. Lopez,WAS,14.83,368,2020-21,Regular Season
1630193,I. Quickley,NYK,14.75,384,2020-21,Regular Season
1630171,I. Okoro,CLE,14.69,349,2020-21,Regular Season
204456,T. McConnell,IND,14.65,307,2020-21,Regular Season
1627827,D. Finney-Smith,DAL,14.64,251,2020-21,Regular Season
203932,A. Gordon,ORL,14.6,328,2020-21,Regular Season
203901,E. Payton,NYK,14.55,342,2020-21,Regular Season
203496,R. Covington,POR,14.46,254,2020-21,Regular Season
203109,J. Crowder,PHX,14.41,256,2020-21,Regular Season
1627826,I. Zubac,LAC,14.34,392,2020-21,Regular Season
1628978,D. DiVincenzo,MIL,14.34,304,2020-21,Regular Season
1628374,L. Markkanen,CHI,14.34,326,2020-21,Regular Season
1629634,B. Clarke,MEM,14.29,334,2020-21,Regular Season
1630175,C. Anthony,ORL,14.24,328,2020-21,Regular Season
1628976,W. Carter Jr.,CHI,14.18,361,2020-21,Regular Season
1626171,B. Portis,MIL,14.05,367,2020-21,Regular Season
1626153,D. Wright,DET,13.96,341,2020-21,Regular Season
1627751,J. Poeltl,SAS,13.84,328,2020-21,Regular Season
203486,M. Plumlee,DET,13.78,347,2020-21,Regular Season
1629661,C. Johnson,PHX,13.65,253,2020-21,Regular Season
1628401,D. White,SAS,13.58,283,2020-21,Regular Season
1630172,P. Williams,CHI,13.55,346,2020-21,Regular Season
1628963,M. Bagley III,SAC,13.54,324,2020-21,Regular Season
1626224,C. Osman,CLE,13.48,295,2020-21,Regular Season
1628977,H. Diallo,OKC,13.39,351,2020-21,Regular Season
1630217,D. Bane,MEM,13.35,274,2020-21,Regular Season
1630177,T. Maledon,OKC,12.94,327,2020-21,Regular Season
201933,B. Griffin,DET,12.79,261,2020-21,Regular Season
201937,R. Rubio,MIN,12.66,323,2020-21,Regular Season
1628971,B. Brown,BKN,12.51,321,2020-21,Regular Season
1629056,T. Davis,TOR,12.5,240,2020-21,Regular Season
203526,R. Neto,WAS,12.44,284,2020-21,Regular Season
1627854,B. Forbes,MIL,12.42,297,2020-21,Regular Season
201587,N. Batum,LAC,12.18,239,2020-21,Regular Season
1630191,I. Stewart,DET,12.04,290,2020-21,Regular Season
1628960,G. Allen,MEM,12.01,252,2020-21,Regular Season
1629004,S. Mykhailiuk,OKC,11.98,246,2020-21,Regular Season
1629659,T. Horton-Tucker,LAL,11.79,323,2020-21,Regular Season
1629013,L. Shamet,BKN,11.57,252,2020-21,Regular Season
1629638,N. Alexander-Walker,NOP,11.48,240,2020-21,Regular Season
203145,K. Bazemore,GSW,11.46,229,2020-21,Regular Season
1630202,P. Pritchard,BOS,11.33,224,2020-21,Regular Season
203110,D. Green,GSW,11.29,240,2020-21,Regular Season
1628420,M. Morris,DEN,11.11,244,2020-21,Regular Season
1626192,P. Connaughton,MIL,11.07,199,2020-21,Regular Season
200794,P. Millsap,DEN,10.95,262,2020-21,Regular Season
1629673,J. Poole,GSW,10.89,310,2020-21,Regular Season
1628988,A. Holiday,IND,10.81,238,2020-21,Regular Season
1629001,D. Melton,MEM,10.64,213,2020-21,Regular Season
1629026,K. Williams,OKC,10.61,255,2020-21,Regular Season
203469,C. Zeller,CHA,10.51,266,2020-21,Regular Season
203500,S. Adams,NOP,10.48,249,2020-21,Regular Season
202066,G. Temple,CHI,10.26,198,2020-21,Regular Season
1628370,M. Monk,CHA,10.26,232,2020-21,Regular Season
1629676,I. Roby,OKC,10.13,294,2020-21,Regular Season
203920,K. Birch,ORL,10.1,280,2020-21,Regular Season
1626145,T. Jones,MEM,10.05,219,2020-21,Regular Season
201143,A. Horford,OKC,10.05,180,2020-21,Regular Season
1627884,D. Jones Jr.,POR,9.97,206,2020-21,Regular Season
1629014,A. Simons,POR,9.96,214,2020-21,Regular Season
1628410,E. Sumner,IND,9.95,216,2020-21,Regular Season
1626166,C. Payne,PHX,9.93,241,2020-21,Regular Season
1629611,T. Mann,LAC,9.93,256,2020-21,Regular Season
201569,E. Gordon,HOU,9.92,253,2020-21,Regular Season
203210,J. Green,DEN,9.86,219,2020-21,Regular Season
1627788,F. Korkmaz,PHI,9.84,230,2020-21,Regular Season
1629057,R. Williams III,BOS,9.82,230,2020-21,Regular Season
202709,C. Joseph,SAC,9.82,272,2020-21,Regular Season
1626220,R. O'Neale,UTA,9.79,214,2020-21,Regular Season
1628379,L. Kennard,LAC,9.75,223,2020-21,Regular Season
201599,D. Jordan,BKN,9.62,236,2020-21,Regular Season
201586,S. Ibaka,LAC,9.58,229,2020-21,Regular Season
1627814,D. Lee,GSW,9.54,168,2020-21,Regular Season
1627777,G. Niang,UTA,9.42,199,2020-21,Regular Season
202684,T. Thompson,BOS,9.41,240,2020-21,Regular Season
203458,A. Len,TOR,9.38,244,2020-21,Regular Season
203087,J. Lamb,IND,9.32,191,2020-21,Regular Season
1629637,J. Hayes,NOP,9.32,268,2020-21,Regular Season
201961,W. Ellington,DET,9.31,177,2020-21,Regular Season
203994,J. Nurkić,POR,9.29,240,2020-21,Regular Season
1629655,D. Gafford,CHI,9.25,226,2020-21,Regular Season
2730,D. Howard,PHI,9.17,299,2020-21,Regular Season
1628404,J. Hart,NOP,9.11,220,2020-21,Regular Season
203914,G. Harris,DEN,9.1,202,2020-21,Regular Season
200746,L. Aldridge,SAS,9.04,181,2020-21,Regular Season
201949,J. Johnson,DAL,9.0,191,2020-21,Regular Season
202693,M. Morris,LAL,8.97,189,2020-21,Regular Season
201952,J. Teague,BOS,8.87,212,2020-21,Regular Season
203107,T. Satoransky,CHI,8.86,236,2020-21,Regular Season
1629645,K. Porter Jr.,HOU,8.84,225,2020-21,Regular Season
1630214,X. Tillman,MEM,8.59,201,2020-21,Regular Season
1628467,M. Kleber,DAL,8.58,150,2020-21,Regular Season
1627936,A. Caruso,LAL,8.57,182,2020-21,Regular Season
1630183,J. McDaniels,MIN,8.56,191,2020-21,Regular Season
203967,D. Šarić,PHX,8.55,237,2020-21,Regular Season
1628402,F. Jackson,DET,8.5,195,2020-21,Regular Season
1627756,D. Valentine,CHI,8.5,171,2020-21,Regular Season
1630197,A. Pokusevski,OKC,8.46,170,2020-21,Regular Season
201571,D. Augustin,MIL,8.34,220,2020-21,Regular Season
203504,T. Burke,DAL,8.23,202,2020-21,Regular Season
1629643,C. Okeke,ORL,8.15,165,2020-21,Regular Season
1628425,S. Brown,HOU,8.13,175,2020-21,Regular Season
203488,M. Muscala,OKC,8.02,152,2020-21,Regular Season
1626195,W. Hernangomez,NOP,7.94,213,2020-21,Regular Season
1628408,P. Dozier,DEN,7.87,190,2020-21,Regular Season
200755,J. Redick,NOP,7.84,155,2020-21,Regular Season
1627823,J. Hernangomez,MIN,7.8,189,2020-21,Regular Season
1629020,J. Vanderbilt,MIN,7.78,199,2020-21,Regular Season
1630164,J. Wiseman,GSW,7.78,245,2020-21,Regular Season
1629631,D. Hunter,ATL,7.67,193,2020-21,Regular Season
1629672,E. Paschall,GSW,7.62,215,2020-21,Regular Season
1627752,T. Prince,BKN,7.61,196,2020-21,Regular Season
1630267,F. Campazzo,DEN,7.58,199,2020-21,Regular Season
1630178,T. Maxey,PHI,7.57,259,2020-21,Regular Season
203516,J. Ennis III,ORL,7.56,185,2020-21,Regular Season
203457,N. Noel,NYK,7.53,187,2020-21,Regular Season
1630231,K. Martin,HOU,7.45,222,2020-21,Regular Season
1626204,L. Nance Jr.,CLE,7.38,158,2020-21,Regular Season
1627789,T. Luwawu-Cabarrot,BKN,7.37,165,2020-21,Regular Season
1629669,J. Nowell,MIN,7.35,187,2020-21,Regular Season
